O,The product{B-PART} must support Internet{B-PLAT} Explorer{I-PLAT} 5.5{I-PLAT} and above.,,,,,,,
O,The product{B-PART} must support Mozilla{B-PLAT} Firefox{I-PLAT} 1.0 {I-PLAT}and above.,,,,,,,
O,The product{B-PART} shall interface with the Choice Parts System.  This provides the feed of recycled parts data{B-INFO}.,,,,,,,
O,The product{B-PART} shall run on the existing hardware for all environments{B-VART}.,,,,,,,
O,The product{B-PART} shall adhere to the corporate{B-ORG} Architecture{I-EVE} guidelines{B-INFO},,,,,,,
LF,The product{B-PART} shall comply with corporate{B-ORG} User Interface Guidelines{B-INFO},,,,,,,
LF,The product{B-PART} shall comply with corporate color scheme,,,,,,,
LF,The appearance of the product{B-PART} shall appear professional,,,,,,,
PO,The software product{B-PART} is expected to run on Windows{B-SSW} or Linux{B-SSW} platforms.,,,,,,,
US,The product{B-PART} shall be easy to use by Adjusters{B-HW} and Collision{I-HW} Estimators{I-HW}.  95%{B-NUM} of Adjusters{I-HW} and Collision{I-HW} Estimators{I-HW} shall find the product{I-PART} easy to use.,,,,,,,
US,The product{B-PART} shall increase productivity of Collision Estimators{B-HW}. 80% {B-NUM} of the Collision Estimators{I-HW} shall agree their productivity has increase within 1 month{B-TIM} of using the product{I-PART}.,,,,,,,
US,Users{B-EVE} shall feel satisfied using the product.  85%{B-NUM} of all users will be satisfied with the product.,,,,,,,
US,The product{B-PART}shall be easy to learn by Adjusters{B-HW} and Collision{I-HW} Estimators{I-HW}.  The product{I-PART} shall be learned with two days onsite training,,,,,,,
US,The user{B-EVE} shall easily locate instructions while using the product{B-PART}.  User{I-PART} help can be found within 90%{B-NUM} of the system.,,,,,,,
PE,The search for recycled parts shall take no longer than 15 seconds{B-TIM}.  The search results shall be returned in under 15 seconds{I-TIM}.,,,,,,,
PE,The search for the preferred repair facility shall take no longer than 8 seconds{B-TIM}.  The preferred repair facility is returned within 8 seconds{B-TIM},,,,,,,
PE,The recycled parts audit report shall be returned to the user within 10 seconds{B-TIM}.  The audit report shall be returned within 10 seconds{I-TIM}.,,,,,,,
PE,The preferred repair facility ratings shall be saved within 5 seconds{B-TIM}. The save shall occur within 5 seconds{I-TIM}.,,,,,,,
A,The product{B-PART} shall adhere to the corporate online availability schedule.  The application is brought down only within 98%{B-NUM} of the scheduled outages per the availability schedule.,,,,,,,
A,The product{B-PART} shall achieve a 98%{B-TIM} uptime. The product shall not fail more than 2%{I-TIM} of the available online time.,,,,,,,
SC,The product{B-PART} shall be able to handle up to 1500{B-NUM} simultaneous users{B-EVE}. The system shall perform with 1500{I-NUM} users{I-EVE} as a time.,,,,,,,
SC,The average number of recycled parts records per day{B-TIM} shall be 50 000{B-NUM}.,,,,,,,
SC,The product shall be able to handle 10 000{B-NUM} concurrent users{B-EVE} within 2{B-NUM} years{B-TIM} of the initial launch.,,,,,,,
O,For estimators  the product{B-PART} shall be able to be operated in a repair facility during dirty and noisy conditions.,,,,,,,
O,The product shall interface with the ChoiceParts system once per day at approximately 1{B-NUM},12:00 AM,,,,,,
O,The maintenance of the product{B-PART} will fall within the established corporate maintenance windows.,,,,,,,
O,The product{B-PART} shall be supported using the corporate support center.,,,,,,,
O,Product{B-PART} installations and upgrades shall be handled by the middleware technology team within established launch time frames.,,,,,,,
SE,Only adjusters{B-HW} can request recycled parts audit reports. No users{B-EVE} without an adjuster role shall request recycled parts audits.,,,,,,,
SE,Only adjusters{B-HW} with a supervisor role can update preferred repair facility ratings{B-NUM}. Users{B-EVE} without the supervisor role cannot access the repair facility ratings{I-NUM}.,,,,,,,
SE,Only collision estimators{B-HW} shall search for recycled parts.  Users{B-EVE} without the collision estimator{I-HW} role shall not have access to the search for recycled parts.,,,,,,,
SE,Only valid data shall be entered into the system{B-SSW}.  No invalid data shall be entered into the system{I-SSW}.,,,,,,,
SE,One insurance company{B-ORG} shall not be able to view another insurance companys{I-ORG} claim data.,,,,,,,
SE,The product{B-PART} shall free of computer viruses{B-SSW}.,,,,,,,
SE,The system{B-SSW} shall prevent malicious attacks including denial of service{B-EVE}.,,,,,,,
L,The product{B-PART} must comply with Sarbanes-Oxley{B-INFO}.,,,,,,,
L,The product {B-PART}shall comply with the estimatics laws{B-INFO} relating to recycled parts usage.,,,,,,,
L,The product{B-PART}shall comply with insurance regulations{B-INFO} regarding claims processing.,,,,,,,
F,The user{B-EVE} shall search for the preferred repair facility using vehicle{B-HW}  vehicle{I-HW} location{B-LOC}  and radius{B-NUM} in miles{I-NUM},,,,,,,
F,The vehicle{B-HW} data shall include vehicle{I-HW} year{B-TIM}  make  and model,,,,,,,
F,The vehicle{B-HW} location{B-LOC} shall include street{I-LOC} address{I-LOC}  city{I-LOC}  state{I-LOC}  and zipcode{I-LOC},,,,,,,
F,The system{B-SSW} shall resolve the zipcode{B-LOC} for the street{B-LOC} address{B-LOC}  city{I-LOC}  and state{I-LOC} if zipcode{I-LOC} is unknown.,,,,,,,
F,The search radius{B-NUM} shall be between 1{B-NUM} and 30{I-NUM} miles{B-NUM},,,,,,,
F,The system{B-SSW} shall locate the preferred repair{B-EVE} facility with the highest ratings{B-NUM} for the input criteria,,,,,,,
F,The adjuster{B-PART} shall enter the preferred repair{B-EVE} facilityon the estimate assignment.,,,,,,,
F,The adjuster{B-PART} shall be able to override the preferred repair{B-EVE} facitlity on the estimate assignment.,,,,,,,
F,The preferred repair facility{B-EVE} shall be returned to the user{B-PART}.,,,,,,,
F,The system{B-SSW} shall return a list of repair{B-EVE} facilities within the radius{B-NUM} if the preferred repair{I-EVE} facility cannot be determined.,,,,,,,
F,The estimator{B-SSW} shall search for available recycled parts using damaged vehicle{B-HW} parts information{B-INFO}.,,,,,,,
F,The estimator{B-SSW} shall search for available recycled parts using a list of preferred parts suppliers.,,,,,,,
F,The system{B-SSW} shall search for available recycled parts for the supplied vehicle{B-HW} parts and suppliers.,,,,,,,
F,The estimator{B-SSW} shall search by zipcode{B-LOC} with a radius{B-NUM} of 30{B-NUM} miles{B-NUM} if no parts are found for the preferred parts suppliers,,,,,,,
F,The system{B-SSW} shall retain the available recycled parts and suppliers returned from the search.,,,,,,,
F,The available recycled parts information{B-INFO} and their suppliers shall be returned to the user{B-EVE}.,,,,,,,
F,The estimator{B-SSW} shall apply selected recycled parts to the collision estimate.,,,,,,,
F,The estimator{B-SSW} shall not apply recycled parts to the collision estimate{B-PART} if no available parts are returned.,,,,,,,
F,The adjuster{B-SSW} shall review the collision estimate{B-PART}.,,,,,,,
F,The adjuster{B-SSW} shall request a recycled parts audit of the collision estimate{B-PART}.,,,,,,,
F,The recycled parts search results provided to the estimator{B-SSW} shall be retrieved by the system{B-SSW}.,,,,,,,
F,The system{B-SSW} shall generate an audit report{B-INFO} based on the available recycled parts and the collision estimate{B-PART}.,,,,,,,
F,The audit report{B-INFO} shall include the total{B-NUM} number of recycled parts used in the estimate.{B-PART},,,,,,,
F,The audit report{B-INFO}  shall include the number{B-NUM} of available recycled parts from the original search results.,,,,,,,
F,The audit report{B-INFO}  shall include the percentage{B-NUM} of available recycled parts used in the estimate{B-PART},,,,,,,
F,The audit report{B-INFO}  shall include the total score{B-NUM} of the audit which sums the indivual line items.,,,,,,,
F,The audit report{B-INFO}  shall be displayed to the user{B-EVE}.,,,,,,,
F,The audit report{B-INFO}  shall be available to other adjusters{B-EVE} at later points in time{B-TIM}.,,,,,,,
F,The user{B-EVE} shall select to view the preferred repair facility ratings{B-NUM}.,,,,,,,
F,The current repair facility ratings shall be displayed to the user{B-EVE}.,,,,,,,
F,The system{B-SSW} will display a blank set of ratings{B-NUM} if there are not ratings{B-NUM} yet defined.,,,,,,,
F,The user{B-EVE} shall enter new ratings{B-NUM} based on the audit report{B-INFO},,,,,,,
F,The ratings{B-NUM} shall be from a scale{B-HW} of 1-10{B-NUM},,,,,,,
F,The ratings{B-NUM} shall include categories{B-ORG} for attempted use of recycled parts and actual use of recycled parts{B-PART},,,,,,,
F,The user{B-EVE} shall select to save the preferred repair facility ratings{B-NUM}.,,,,,,,
F,The preferred repair facility ratings{B-NUM} shall be saved by the system{B-SSW}.,,,,,,,
O,The product{B-PART} must work with most database management systems (DBMS){B-SSW} on the market  whether the DBMS{B-SSW} is colocated with the product on the same machine or is located on a different machine on the computer network.{B-PLAT},,,,,,,
O,The product{B-PART} will function alongside server software{B-SSW} on any operating system{B-GUI} where the Java{B-SSW} runtime can be installed.,,,,,,,
O,The product{B-PART} will require collaboration with a database management system (DBMS){B-SSW}.  The DBMS{B-SSW} may be located on the same machine as the product{B-PART} or on a separate machine residing on the same computer network.{B-SSW},,,,,,,
O,The product{B-PART} must make use of web/application server{B-PLAT} technology.  Open source examples include Apache web server  Tomcat{B-PLAT}  and the JBoss{B-PLAT} application server.,,,,,,,
O,A database management system{B-SSW} such as Oracle{B-PLAT}  DB2{B-PLAT}  MySql{B-PLAT} or HSQL{B-PLAT} will need to be integrated with the product{B-PART}.,,,,,,,
LF,The products{B-PART} Look and Feel shall be able to incorporate aspects of the customers{B-EVE} organization{B-ORG} such as logo  branding  and identity,,,,,,,
LF,The product{B-PART} shall have a conservative and professional appearance.{B-VART},,,,,,,
US,The product{B-PART} shall make the users{B-EVE} want to use it. 80%{B-NUM} of the users surveyed report {B-INFO}they are regularly using the product{B-PART} after the first{B-TIM} 2{B-NUM} weeks{I-TIM} post-launch{I-TIM}.,,,,,,,
US,The product{B-PART} shall be easy to use. 90%{B-NUM} of users{B-EVE} will be able to successfully reserve a conference room within 5{B-TIM} minutes{I-TIM} of product{B-PART} use.,,,,,,,
US,The product{B-PART} shall give users{B-EVE} feedback when necessary. 80%{B-NUM} of the users{B-EVE} surveyed report that the product{B-PART} accurately confirms their actions{B-EVE}.,,,,,,,
US,The product{B-PART} shall allow the user{B-EVE} to select a chosen{B-EVE} language from one of the target market countries.,,,,,,,
US,The product{B-PART} shall allow for customization of start page and views preferences.,,,,,,,
US,An employee{B-EVE} will be able to successfully use the product{B-PART} within a few{B-TIM} minutes{I-TIM}.  After informally navigating the product for less{B-TIM} than 15{I-TIM} minutes{I-TIM}  users{B-EVE} shall be able to successfully setup meetings and reserve conference rooms.,,,,,,,
US,The product{B-PART} shall use a standard navigation menu familiar to most web users{B-EVE}.,,,,,,,
US,The product{B-PART} shall allow for intuitive searching of available conference rooms.,,,,,,,
US,The product{B-PART} shall conform to the Americans with Disabilities Act{B-INFO}.,,,,,,,
PE,The response{B-PART} shall be fast enough to avoid interrupting the users{B-EVE} flow of thought.  90%{B-NUM} of tasks shall complete within 5{B-NUM} seconds{I-TIM}.  98%{B-NUM} of tasks shall complete within 8{B-NUM} seconds{I-TIM}.,,,,,,,
A,Aside from server failure  the software product shall achieve 99.99%{B-NUM} up time.,,,,,,,
FT,The product{B-PART} shall create an exception log of problems encountered within the product{B-PART} for transmission to our company{B-ORG} for analysis and resolution.,,,,,,,
SC,The product{B-PART} shall be capable of handling up to 1 000{B-NUM} concurrent requests.  This number will increase to 2 000 by Release 2.  The concurrency capacity must be able to handle peak scheduling times such as early{B-TIM} morning{I-TIM} and late{I-TIM} afternoon{I-TIM} hours.,,,,,,,
SC,The product{B-PART} shall be able to process 10 000{B-NUM} transactions per hour{B-TIM} within two years{I-TIM} of its launch.  This number will increase to 20 000{B-NUM} by Release 2.,,,,,,,
SC,The product{B-PART} shall be expected{B-PART} to operate for at least{B-TIM} 5 years for each customer installation.,,,,,,,
O,The product{B-PART} shall be used in office{B-ORG} environments.,,,,,,,
O,The product{B-PART} must be able to interface with any HTML browser{B-PLAT}.  The product{B-PART} shall transmit {B-EVE} data between the user{B-EVE} and the product{B-PART} without problems. The product{B-PART} shall display HTML{B-SSW} properly in 80%{B-NUM} of all HTML browsers{B-PLAT} tested (minimum{B-NUM} is to test 8 browsers{B-PLAT}).,,,,,,,
O,The product{B-PART} must be able to interface with various database management systems{B-INFO}. The product shall communicate successfully with the database management system on 100%{B-NUM} of all transactions.,,,,,,,
O,The product{B-PART} must be able to interface with various email servers{B-PLAT}. The product{B-PART} shall be able to send email{B-GUI}.,,,,,,,
O,The product{B-PART} shall be available for distribution via the Internet{B-VART} as a binary or ZIP file{B-INFO}.,,,,,,,
O,The product{B-PART} shall be available for distribution as a packaged CD{B-PART}.,,,,,,,
O,The product{B-PART} will be available for licensing{B-INFO} as a one-server  two-five{B-NUM} servers{B-PLAT}  or five-or-more servers license.,,,,,,,
US,A new user{B-EVE} must be able to be added to the system within 10{B-NUM} minutes{B-TIM}.  90% of new users{B-EVE} are able to log into the system within 10 minutes{I-TIM}.,,,,,,,
MN,The product{B-PART} must be designed using Design Patterns and coding best practices.  90% of maintenance software{B-SSW} developers are able to integrate new functionality into the product with 2 working days{B-TIM}.,,,,,,,
MN,The product{B-PART} must be highly configurable for use with various database management systems{B-SSW} for the end users{B-EVE}.  80%{B-NUM} of end users{B-EVE} are able to integrate new database management systems{B-SSW} with the product{B-PART} without changing the products{B-PART} software code.,,,,,,,
MN,Maintenance releases will be offered to customers{B-EVE} once a year{B-TIM}.  The releases shall take no longer than 5 minutes{B-TIM} for 80%{B-NUM} of the customer{B-EVE} base to install.,,,,,,,
US,Every registered user{B-EVE} will have access to the products{B-PART} support site via the Internet{B-VART}.  70% of registered users{B-EVE} shall find a solution to their problem within 5 minutes{B-TIM} of using the support site{B-VART}.,,,,,,,
MN,The customer{B-EVE} shall be able to easily integrate{B-EVE} new building maps with the product throughout the products{B-PART} lifecycle.  Integration of new maps with the product shall be possible with little to no support from product {B-PART}support staff{B-EVE}.,,,,,,,
US,The product {B-PART} shall be translated into foreign languages other than the target market countries languages in future releases.  For each emerging target market  it shall take no more{B-TIM} than 5{B-NUM} days{I-TIM} to configure the product{B-PART} for that markets language.,,,,,,,
O,The product{B-PART} is expected to integrate with multiple database management systems{B-SSW}.  The product{B-PART} will operate with Oracle  SQL Server  DB2  MySQL  HSQL{B-PLAT}  and MS Access{B-PLAT}.,,,,,,,
O,The product{B-PART} shall be able to be installed in any operating{B-GUI} environment within 2 days{B-TIM}.,,,,,,,
SE,The product{B-PART} shall ensure that only company employees or external users{B-EVE} with company-approved user IDs may have product access{B-SSW}.  100% of all logons shall be by either company employees or external users {B-EVE}with company-approved user IDs.,,,,,,,
SE,Only managers{B-EVE} are able to perform search queries for reservations by user{B-EVE}.  100% of all search queries for reservations by user shall be from logons of only management{B-PART} logons.,,,,,,,
SE,The product{B-PART} shall ensure that the databases{B-SSW} data corresponds to the data entered by the user{B-EVE}.  Each conference room reservation in the system{B-SSW} will contain the same information as was entered by the user{B-EVE}.,,,,,,,
SE,The product{B-PART} shall prevent the input of malicious data{B-SSW}.  The product{B-PART} and/or adjacent hardware{B-HW}/software systems{B-SSW} data shall remain 100% uncorrupted each time malicious data is input into the product{B-PART}.,,,,,,,
FT,The product{B-PART} and/or dependent databases/filesystems{B-SSW} shall remain operational as a result of the input of malicious data.  The product{B-PART} and/or dependent databases/filesystems{B-SSW} shall not crash 100% of the time that malicious data is input into the product{B-PART}.,,,,,,,
SE,The product{B-PART} shall have the ability to receive automatic software{B-PLAT} updates as new threats emerge.  100% of customers{B-EVE} will be able to receive automatic software{B-PLAT} updates transmitted to the installed product{B-PART}.,,,,,,,
SC,The language of the product{B-PART} shall accommodate all of the target market countries. 90% of survey respondents{B-EVE} from each target market country will find that the language of the product{B-PART} is acceptable.,,,,,,,
US,The product{B-PART} shall be able to display calendar dates and times according to the users{B-EVE} locale.  90% of survey respondents{B-EVE} from each target market country will find that the date and time formatting of the product{B-PART} is correct.,,,,,,,
O,The product{B-PART} must be developed with the J2SE/J2EE{B-PLAT} programming language libraries,,,,,,,
F,The product{B-PART} shall record meeting entries{B-PART}.,,,,,,,
F,The product{B-PART} will notify employees of meeting invitations.,,,,,,,
F,The product{B-PART} shall have the ability to send meeting reminders{B-EVE} to employees.,,,,,,,
F,The product{B-PART} shall assign the organizers contact information to each meeting they create.,,,,,,,
F,The product{B-PART} will record meeting acknowledgements{B-VART}.,,,,,,,
F,The product{B-PART} shall store{B-EVE} new conference rooms.,,,,,,,
F,The product{B-PART} shall update{B-EVE} existing conference rooms.,,,,,,,
F,The product{B-PART} will be able to delete{B-EVE} conference rooms.,,,,,,,
F,The product{B-PART} shall be able to store{B-EVE} new room equipment.,,,,,,,
F,The product{B-PART} will update{B-EVE} existing room equipment.,,,,,,,
F,The product{B-PART} shall be able to delete{B-EVE} room equipment.,,,,,,,
F,The product{B-PART} shall allow an organizer{B-EVE} to invite{B-EVE} other employees{B-EVE} to meetings.,,,,,,,
F,Each time{B-TIM} a conference room is reserved  the conference room schedule shall be updated{B-EVE} to reflect the time{B-TIM} and date of the reservation.,,,,,,,
F,The product{B-PART} shall record the transportation status of equipment reserved.,,,,,,,
F,The product{B-PART} shall display{B-EVE} a map of the company{B-ORG} building showing conference room locations.,,,,,,,
F,The product{B-PART} shall record updated meeting agendas{B-VART}.,,,,,,,
F,The product{B-PART} shall send a meeting confirmation to the meeting organizer{B-EVE}.,,,,,,,
F,The product{B-PART} shall display{B-EVE} room equipment according to search parameters.,,,,,,,
F,The product{B-PART} shall display{B-EVE} conference rooms according to search parameters.,,,,,,,
F,The product{B-PART} shall record{B-EVE} different meeting types.,,,,,,,
F,The product{B-PART} shall record all the equipment{B-HW} that has been reserved.,,,,,,,
F,The product{B-PART} shall notify building personnel of equipment{B-HW} transport requests{B-VART}.,,,,,,,
F,The product{B-PART} will allow priviledged users{B-EVE} to view meeting schedules in multiple reporting views{B-VART}.,,,,,,,
F,The product{B-PART} shall be able to send{B-EVE} meeting notifications via different kinds of end-user{B-EVE} specified methods.,,,,,,,
F,The product{B-PART} shall have a customizable Look and Feel{B-VART}.,,,,,,,
F,The product{B-PART} shall have an intuitive user interface{B-GUI}.,,,,,,,
F,The product{B-PART} will display{B-EVE} an available status for unreserved conference rooms.,,,,,,,
PE,Recreation of Inventory Quantity Adjustment{B-PART} for the period of previous{B-TIM} 30 days{I-TIM} shall take no more{B-TIM} than 30min{I-TIM}.,,,,,,,
PE,The System{B-SSW} shall allow for a minimum{B-NUM} of  6 users{B-EVE} to work at the same time[B-TIM}.,,,,,,,
O,The System{B-SSW} shall utilize currently owned computer equipment{B-HW}.,,,,,,,
O,The System{B-SSW} shall be able to automatically backup{B-EVE} business data and restore them on demand.,,,,,,,
SE,The System{B-SSW} shall maintain consistent security{B-VART}.  Any changes in user passwords and/or permissions should take affect in all parts of the System{B-SSW}.,,,,,,,
SE,The System{B-SSW} shall granularly control access rights to all major subsystems{B-SSW}.  It should be possible to assign access rights to all subsystems independently{B-VART}.,,,,,,,
L,The System{B-SSW} shall meet all applicable accounting{B-EVE} standards.  The final version of the System{B-SSW} must successfully pass independent audit performed by a certified auditor{B-EVE}.,,,,,,,
O,The System{B-SSW} shall not require additional third party licenses{B-INFO} resulting in royalty fees{B-PART}.,,,,,,,
F,The System{B-SSW} shall allow generation{B-EVE} of Inventory Quantity Adjustment documents{B-INFO} on demand.,,,,,,,
F,The System{B-SSW} shall allow on demand generation of all Inventory Quantity Adjustment documents{B-PART} since certain point of time{B-TIM}.,,,,,,,
F,The IQA subsystem{B-SSW} shall take into account current inventory status and adjust inventory of substitutionary{B-PART} ingredients accordingly.,,,,,,,
F,The System{B-SSW} shall allow entering  storing and modifying product{B-PART} formulas{B-NUM}.,,,,,,,
F,Product{B-PART} formulas{B-NUM} shall allow use of semi-products{I-PART}  which have own formulas{I-NUM}.,,,,,,,
F,Product{B-PART} formula{B-NUM} ingredients{I-PART} shall allow defining substitutionary ingredients{I-PART}.,,,,,,,
F,Product{B-PART} formula{B-NUM} substitutionary ingredients{I-PART} shall be entered automatically by the PFE subsystem.,,,,,,,
F,Formula{B-NUM} substitutionary ingredients{B-PART} shall be kept in persisted order.,,,,,,,
F,Product{B-PART} shall allow entering  storing and modifying product{I-PART} menus used by POS terminals.,,,,,,,
F,PME Subsystem{B-VART} shall allow building product{B-PART} menus based on the list of products{I-PART} kept in the accounting system{I-VART}.,,,,,,,
F,PME Subsystem{B-VART} shall allow keeping submenus{I-VART} within menus{I-VART} and products{B-PART} within submenus{I-VART} in a managed and persisted order.,,,,,,,
F,PME Subsystem{B-VART} shall allow for a product{B-PART} to exist in more than one submenu{I-VART}.,,,,,,,
F,The RMS System{B-VART} shall have Windows XP{B-SSW} look anTd feel and use GUI{B-GUI} futures making its use intuitive.,,,,,,,
F,The System{B-SSW} shall generate Inventory Quantity Adjustment document{B-INFO} based on product daily{B-TIM} sales data{B-INFO} and product{B-PART} formulas{B-NUM}.,,,,,,,
F,The System{B-SSW} shall generate Inventory Quantity Adjustment document{B-INFO} automatically when daily Product{B-PART} Sales data{B-INFO} is available.,,,,,,,
PE,Administrator{B-EVE} shall be able to activate a pre-paid card{B-PART} via the Administration section{B-ORG} in under 5{B-NUM} seconds{B-TIM}.,,,,,,,
PE,Customer{B-EVE} shall be able to check the status of their prepaid card{B-PART}  by entering in the PIN number{B-NUM}  in under 5{I-NUM} seconds{B-TIM}.,,,,,,,
PE,System{B-EVE} shall let customers{I-EVE} register on the website{B-SSW} as a pay as you go user in under 5{B-NUM} minutes{B-TIM}.,,,,,,,
PE,VON,,,,,,,
PE,System{B-SSW} shall let existing customers{B-EVE} log into the website{I-SSW} with their email{B-VART} address{B-LOC} and password{B-AUTH} in under 5{B-NUM} seconds{B-TIM}.,,,,,,,
PE,System{B-SSW} shall let customers{B-EVE} cancel their account  process shall take no longer than 2{B-NUM} minutes{B-TIM}.  Database{B-VART} will mark the account as inactive  and user{B-EVE} will not be able to log into the website{I-SSW}.,,,,,,,
PE,System{B-SSW} shall let administrator{B-EVE} de-activate a customer{I-EVE} account in under 1{B-NUM} minute{B-TIM}. Customer{I-EVE} will no longer be able to access the website{I-SSW}.,,,,,,,
PE,System{B-SSW} shall let administrator{B-EVE} add/remove movies{B-VART} on the website in under 5{B-NUM} minutes{B-TIM}.  Entered movie{B-VART} information{B-INFO} will be stored in the database{B-VART} and will now be available on the website{B-SSW}.,,,,,,,
PE,System{B-SSW} shall let the administrator{B-EVE} add/remove categories on the website{B-SSW} in under 5{B-NUM} minutes{B-TIM}.,,,,,,,
PE,System{B-SSW} shall let Izogn Manager{B-EVE} access sales and usage statistics in under 2{B-NUM} minutes{B-TIM}.,,,,,,,
PE,System{B-SSW} shall let administrators{B-EVE} generate unique pre-paid pins{B-NUM} in under 2{I-NUM} minutes{B-TIM} and generate an Excel file{I-SSW} with the generated PINs{I-NUM}.,,,,,,,
LF,The website{B-PLAT} shall be attractive to all audiences{B-EVE}.  The website{I-PLAT} shall appear to be fun and the colors should be bright{B-VART} and vibrant{I-VART}.,,,,,,,
LF,The website{B-PLAT} should have an African{B-LOC} feel  but should not alienate non-Africans{B-EVE}.  The website{I-PLAT} should use animation{B-VART} on pages{B-PART} which are describing the services{B-ORG}  to grab the users{I-EVE} attention and encourage them to sign up.,,,,,,,
LF,The website{B-PLAT} design should be modern  clean  and concise.,,,,,,,
US,The product{B-PART} should be able to be used by 90%{B-NUM} of novice users{B-EVE} on the Internet{I-PLAT}.,,,,,,,
US,Users{B-EVE} should only have to navigate through a maximum of 4{B-NUM} pages  to create an account with the website{B-PLAT}.,,,,,,,
US,Users{B-EVE} should be able to access their streaming movies{B-VART} in under 2{B-NUM} clicks after logging into the website{B-PLAT}.,,,,,,,
US,An anonymous survey will show that 70%{B-NUM} of customers{B-EVE} are comfortable purchasing streaming movies{B-VART} after 2{B-NUM} weeks{B-TIM} using the website{B-PLAT}.,,,,,,,
US,An anonymous survey will show that 95%{B-NUM} of customers{B-ACTOR} are comfortable using and purchasing pre-paid cards after a month{B-TIM} of using the system{B-SSW}.,,,,,,,
US,The product{B-PART} shall retain the customer{B-ACTOR}s buying preferences and information{B-INFO}.,,,,,,,
US,The product{B-PART} shall be easy for customers{B-ACTOR} with novice skills on the  Internet{B-PLAT} to purchase and watch streaming movies{B-VART}.  Customers{I-ACTOR} should be able to purchase and watch a pre-determined movie in under 3{B-NUM} minutes{B-TIM}.,,,,,,,
US,The product{B-PART} shall use symbols{B-INFO} and words{I-INFO} that are naturally understandable by users{B-ACTOR} familiar with websites{B-PLAT},,,,,,,
US,The website{B-PLAT} will use standard Internet{B-PLAT} conventions when interacting with the user{B-ACTOR}.,,,,,,,
PE,Any interface{B-GUI} between a user{B-ACTOR} and the automated system{B-SSW} shall have a maximum response time{B-TIM} of 5{B-NUM} seconds{B-TIM}  unless noted by an exception below.,,,,,,,
PE,When purchasing a streaming movie{B-VART} or pre-paid card via credit card{B-PART}  the processing time should have a maximum response time{B-TIM} of 15{B-NUM} seconds{I-TIM}.,,,,,,,
PE,When streaming a movie{B-VART}  the buffering time{B-TIM} should take no longer than 10{B-NUM} seconds{I-TIM} (plus any latency on the users{B-ACTOR} connection.),,,,,,,
PE,While streaming a movie{B-VART}  buffering should only occur if there is latency in the users{B-ACTOR} connection.,,,,,,,
PE,The product{B-PART} shall protect{B-EVE} the identity of the players{B-ACTOR}. The product {B-PART}shall provide players{B-ACTOR} no access to information{B-INFO} that might reveal the identity of another player{I-ACTOR}.,,,,,,,
US,The product{B-PART} shall be intuitive and self-explanatory{B-VART}.  Nine out ten{B-NUM} users{B-ACTOR} shall be able to successfully complete a game{B-VART} with no training.,,,,,,,
US,The product{B-PART} shall be available to players {B-ACTOR}who understand English  Spanish and French{B-INFO}.  The product{B-PART} shall allow the user{B-ACTOR} to select the language upon accessing the product.{B-PART},,,,,,,
SE,The product{B-PART}shall provide players{B-ACTOR} no access to information{B-INFO} that might reveal the identity of another {I-ACTOR}player,,,,,,,
PE,The response time{B-TIM} shall be fast{B-TIM} enough to maintain the flow of the game. The response time {B-TIM}shall be no more than 2{B-TIM} seconds{I-TIM} for 95% of responses and no more than 4% for the remaining responses.,,,,,,,
F,The product{B-PART} shall maintain a list of players{B-ACTOR}.,,,,,,,
F,The product {B-PART}shall allow a user{B-ACTOR} to identify himself or herself as a player.{B-ACTOR},,,,,,,
F,Once a game{B-VART} has been initiated  the product{B-PART} shall make the players{B-ACTOR} assigned to the game unavailable for selection from the list of players{B-ACTOR}.,,,,,,,
F,The product{B-PART}shall allow a user{B-ACTOR} to remove{B-EVE} himself or herself from the list of players{B-ACTOR} at any time{B-TIM},,,,,,,
F,The product {B-PART}shall make inactive {B-INFO}players{B-ACTOR} unavailable for selection from the list of players.,,,,,,,
F,The product{B-PART} shall remove players{B-ACTOR} who have been inactive for 24{B-TIM} hours{I-TIM} from the list of players{B-ACTOR}.,,,,,,,
F,The product {B-PART}shall allow a player{B-ACTOR} to initiate a game by selecting another{I-ACTOR} available player{I-ACTOR} from the list of players.,,,,,,,
F,Once a game{B-VART} is initiated  the product {B-PART}shall display{B-EVE} a defensive{B-VART} grid to each player{B-ACTOR},,,,,,,
F,Once a game is initiated {B-EVE} the product {B-PART}shall display an offensive grid to each player.{B-ACTOR},,,,,,,
F,The product{B-PART} shall prevent {B-EVE}a player from viewing the offensive{B-VART} or defensive{B-VART} grids of the other player.{B-ACTOR},,,,,,,
F,Once a game{B-VART} is initiated  the product{B-PART} shall allow each player{B-ACTOR} to position their 5{B-NUM} ships{B-HW}on their respective defensive grids{B-VART}.,,,,,,,
F,The product{B-PART} shall allow a player{B-ACTOR} to position ships{B-HW} horizontally on their grid.,,,,,,,
F,The product{B-PART} shall allow the player {B-ACTOR}to position ships vertically{B-VART} on their grid.,,,,,,,
F,The product {B-PART}shall allow the player{B-ACTOR} to position ships diagonally {B-VART}on their grid,,,,,,,
F,The product {B-PART}shall prevent{B-EVE} the player {B-ACTOR} from overlapping ships{B-HW} on their grid.,,,,,,,
F,When both players{B-ACTOR} have positioned {B-EVE}their 5{B-NUM} ships on their defensive{B-VART} grids  the product {B-PART}shall define the status of each player {B-ACTOR}for the first turn{B-TIM}.,,,,,,,
